index,City,Date,Card Type,Exp Type,Gender,Amount,Reward Points Earned,Age Group,Annual Income,Credit Limit,Credit Utilization (%),Transaction Category (Online vs. POS)
267,"Ahmedabad, India",16-May-14,Gold,Bills,F,635267,6352,26-35,1200000,300000,100,Online
268,"Delhi, India",11-Oct-13,Gold,Bills,F,393651,3936,26-35,300000,50000,100,Online
269,"Ahmedabad, India",02-Jun-14,Platinum,Bills,F,572306,5723,26-35,300000,50000,100,Online
270,"Ahmedabad, India",06-Aug-14,Silver,Bills,F,407647,4076,26-35,500000,100000,100,Online
271,"Greater Mumbai, India",26-Jan-15,Gold,Bills,F,734396,7343,26-35,500000,100000,100,Online
272,"Delhi, India",02-Mar-15,Platinum,Bills,F,224414,2244,36-45,500000,100000,100,Online
273,"Ahmedabad, India",10-Sep-14,Signature,Bills,F,203194,2031,26-35,500000,100000,100,Online
274,"Greater Mumbai, India",22-Jan-15,Gold,Bills,F,250410,2504,60+,2000000,500000,50.08,Online
275,"Delhi, India",04-Apr-15,Silver,Bills,F,830697,8306,36-45,800000,200000,100,Online
276,"Greater Mumbai, India",16-May-14,Platinum,Bills,F,790800,7908,26-35,500000,100000,100,Online
277,"Greater Mumbai, India",22-Feb-14,Silver,Bills,F,638570,6385,26-35,500000,100000,100,Online
278,"Greater Mumbai, India",13-Aug-14,Silver,Bills,F,380409,3804,26-35,300000,50000,100,Online
279,"Greater Mumbai, India",01-Apr-14,Gold,Bills,F,601631,6016,46-60,2000000,500000,100,Online
280,"Ahmedabad, India",08-Jan-14,Gold,Bills,F,690534,6905,46-60,1200000,300000,100,Online
281,"Ahmedabad, India",05-Mar-15,Silver,Bills,F,423661,4236,60+,300000,50000,100,Online
282,"Greater Mumbai, India",08-Dec-14,Silver,Bills,F,936294,9362,36-45,1200000,300000,100,Online
283,"Bengaluru, India",29-Nov-14,Platinum,Bills,F,537050,5370,26-35,300000,50000,100,Online
284,"Delhi, India",08-Mar-15,Silver,Bills,F,899343,8993,26-35,300000,50000,100,Online
285,"Greater Mumbai, India",25-Nov-13,Platinum,Bills,F,834691,8346,46-60,500000,100000,100,Online
286,"Ahmedabad, India",13-Apr-15,Silver,Bills,F,240216,2402,36-45,800000,200000,100,Online
287,"Greater Mumbai, India",15-Apr-14,Signature,Bills,F,424370,4243,46-60,300000,50000,100,Online
288,"Delhi, India",13-Feb-15,Silver,Bills,F,593991,5939,36-45,300000,50000,100,Online
289,"Greater Mumbai, India",02-Oct-14,Signature,Bills,F,768467,7684,36-45,800000,200000,100,Online
290,"Delhi, India",07-Feb-15,Gold,Bills,F,781959,7819,36-45,2000000,500000,100,Online
291,"Bengaluru, India",27-Dec-14,Platinum,Bills,F,553907,5539,46-60,300000,50000,100,Online
292,"Bengaluru, India",04-Aug-14,Platinum,Bills,F,308622,3086,36-45,500000,100000,100,Online
293,"Greater Mumbai, India",05-May-15,Signature,Bills,F,912334,9123,26-35,800000,200000,100,Online
294,"Delhi, India",28-Jan-15,Silver,Bills,F,586474,5864,26-35,500000,100000,100,Online
295,"Delhi, India",06-Apr-14,Gold,Bills,F,521237,5212,18-25,800000,200000,100,Online
296,"Delhi, India",30-Oct-13,Signature,Bills,F,446266,4462,26-35,500000,100000,100,Online
297,"Greater Mumbai, India",30-Sep-14,Platinum,Bills,F,511168,5111,18-25,500000,100000,100,Online
298,"Bengaluru, India",28-Dec-13,Signature,Bills,F,608438,6084,60+,2000000,500000,100,Online
299,"Delhi, India",18-Oct-14,Gold,Bills,F,973519,9735,26-35,800000,200000,100,Online
300,"Delhi, India",28-Nov-14,Platinum,Bills,F,688577,6885,46-60,2000000,500000,100,Online
301,"Bengaluru, India",12-May-14,Silver,Bills,F,686619,6866,46-60,800000,200000,100,Online
302,"Greater Mumbai, India",06-Nov-14,Signature,Bills,F,255982,2559,36-45,500000,100000,100,Online
303,"Greater Mumbai, India",02-Mar-14,Signature,Bills,F,464656,4646,36-45,2000000,500000,92.93,Online
304,"Delhi, India",19-Apr-15,Signature,Bills,F,212319,2123,26-35,800000,200000,100,Online
305,"Greater Mumbai, India",18-Apr-15,Platinum,Bills,F,307563,3075,26-35,500000,100000,100,Online
306,"Delhi, India",15-Apr-15,Silver,Bills,F,407564,4075,26-35,1200000,300000,100,Online
307,"Bengaluru, India",12-Oct-14,Signature,Bills,F,331349,3313,26-35,300000,50000,100,Online
308,"Delhi, India",14-Apr-15,Silver,Bills,F,391325,3913,36-45,800000,200000,100,Online
309,"Ahmedabad, India",07-Oct-14,Silver,Bills,F,530244,5302,26-35,800000,200000,100,Online
310,"Greater Mumbai, India",16-Apr-14,Signature,Bills,F,668736,6687,60+,1200000,300000,100,Online
311,"Bengaluru, India",03-Dec-14,Gold,Bills,F,517448,5174,60+,1200000,300000,100,Online
312,"Ahmedabad, India",03-Aug-14,Platinum,Bills,F,788531,7885,26-35,800000,200000,100,Online
313,"Ahmedabad, India",17-Mar-14,Gold,Bills,F,474729,4747,18-25,800000,200000,100,Online
314,"Bengaluru, India",16-Jan-15,Platinum,Bills,F,590841,5908,26-35,300000,50000,100,Online
315,"Greater Mumbai, India",05-Jan-14,Platinum,Bills,F,608427,6084,26-35,1200000,300000,100,Online
316,"Delhi, India",02-May-15,Silver,Bills,F,719835,7198,36-45,1200000,300000,100,Online
317,"Delhi, India",30-Dec-13,Signature,Bills,F,375139,3751,26-35,1200000,300000,100,Online
318,"Bengaluru, India",19-May-14,Platinum,Bills,F,229589,2295,26-35,2000000,500000,45.92,Online
319,"Bengaluru, India",05-Jul-14,Signature,Bills,F,376453,3764,46-60,800000,200000,100,Online
320,"Delhi, India",10-Oct-13,Signature,Bills,F,360009,3600,26-35,1200000,300000,100,Online
321,"Ahmedabad, India",03-Aug-14,Signature,Bills,F,770346,7703,36-45,2000000,500000,100,Online
322,"Greater Mumbai, India",23-May-15,Signature,Bills,F,489043,4890,26-35,800000,200000,100,Online
323,"Bengaluru, India",11-Nov-14,Platinum,Bills,F,503037,5030,18-25,800000,200000,100,Online
324,"Greater Mumbai, India",11-Jan-14,Platinum,Bills,F,731261,7312,36-45,500000,100000,100,Online
325,"Ahmedabad, India",14-Feb-14,Signature,Bills,F,262755,2627,26-35,500000,100000,100,Online
326,"Greater Mumbai, India",16-Jul-14,Gold,Bills,F,825475,8254,26-35,2000000,500000,100,Online
327,"Greater Mumbai, India",24-Feb-14,Platinum,Bills,F,922630,9226,36-45,1200000,300000,100,Online
328,"Delhi, India",25-Sep-14,Gold,Bills,F,752172,7521,36-45,1200000,300000,100,Online
329,"Ahmedabad, India",11-Jun-14,Gold,Bills,F,418009,4180,36-45,300000,50000,100,Online
330,"Delhi, India",07-Jun-14,Signature,Bills,F,994537,9945,18-25,800000,200000,100,Online
331,"Greater Mumbai, India",02-Aug-14,Silver,Bills,F,922206,9222,46-60,1200000,300000,100,Online
332,"Greater Mumbai, India",21-May-14,Signature,Bills,F,389097,3890,26-35,300000,50000,100,Online
333,"Bengaluru, India",04-Apr-15,Signature,Bills,F,880778,8807,36-45,500000,100000,100,Online
334,"Greater Mumbai, India",03-Mar-15,Gold,Bills,F,327971,3279,46-60,1200000,300000,100,Online
335,"Bengaluru, India",02-Mar-14,Signature,Bills,F,689201,6892,18-25,500000,100000,100,Online
336,"Bengaluru, India",17-May-15,Silver,Bills,F,792440,7924,26-35,2000000,500000,100,Online
337,"Bengaluru, India",17-Mar-15,Signature,Bills,F,602222,6022,46-60,2000000,500000,100,Online
338,"Ahmedabad, India",03-Sep-14,Platinum,Bills,F,502399,5023,46-60,300000,50000,100,Online
339,"Ahmedabad, India",17-Mar-14,Silver,Bills,F,272804,2728,36-45,300000,50000,100,Online
340,"Bengaluru, India",06-Jun-14,Platinum,Bills,F,613280,6132,46-60,800000,200000,100,Online
341,"Delhi, India",17-Oct-14,Signature,Bills,F,876491,8764,60+,300000,50000,100,Online
342,"Bengaluru, India",25-Feb-14,Silver,Bills,F,820217,8202,46-60,2000000,500000,100,Online
343,"Greater Mumbai, India",06-Sep-14,Signature,Bills,F,994184,9941,46-60,800000,200000,100,Online
344,"Ahmedabad, India",07-Dec-13,Platinum,Bills,F,515263,5152,18-25,800000,200000,100,Online
345,"Ahmedabad, India",28-Aug-14,Signature,Bills,F,338527,3385,36-45,300000,50000,100,Online
346,"Ahmedabad, India",16-Jun-14,Silver,Bills,F,934683,9346,36-45,2000000,500000,100,Online
347,"Ahmedabad, India",07-Jul-14,Signature,Bills,F,454570,4545,36-45,300000,50000,100,Online
348,"Greater Mumbai, India",28-Jan-15,Gold,Bills,F,654519,6545,46-60,300000,50000,100,Online
349,"Ahmedabad, India",12-Jun-14,Gold,Bills,F,958047,9580,18-25,300000,50000,100,Online
350,"Bengaluru, India",03-Nov-13,Silver,Bills,F,465281,4652,46-60,800000,200000,100,Online
351,"Ahmedabad, India",31-Dec-13,Signature,Bills,F,653161,6531,36-45,800000,200000,100,Online
352,"Ahmedabad, India",14-Apr-14,Gold,Bills,F,307350,3073,26-35,2000000,500000,61.47,Online
353,"Greater Mumbai, India",27-Aug-14,Silver,Bills,F,41002,410,26-35,1200000,300000,13.67,POS
354,"Bengaluru, India",03-Jan-14,Silver,Bills,F,34743,347,36-45,800000,200000,17.37,POS
355,"Bengaluru, India",26-Sep-14,Signature,Bills,F,195589,1955,26-35,1200000,300000,65.2,Online
356,"Bengaluru, India",10-Mar-14,Signature,Bills,F,204735,2047,46-60,2000000,500000,40.95,Online
357,"Ahmedabad, India",14-May-14,Signature,Bills,F,118112,1181,26-35,800000,200000,59.06,POS
358,"Greater Mumbai, India",12-Dec-13,Platinum,Bills,F,61572,615,46-60,500000,100000,61.57,POS
359,"Delhi, India",25-Feb-15,Gold,Bills,F,274938,2749,60+,500000,100000,100,Online
360,"Greater Mumbai, India",21-Feb-14,Signature,Bills,F,43854,438,26-35,2000000,500000,8.77,POS
361,"Delhi, India",27-Apr-14,Gold,Bills,F,8798,87,18-25,1200000,300000,2.93,POS
362,"Greater Mumbai, India",08-May-15,Gold,Bills,F,192241,1922,60+,2000000,500000,38.45,Online
363,"Bengaluru, India",10-Apr-14,Silver,Bills,F,128164,1281,36-45,300000,50000,100,POS
364,"Delhi, India",28-Apr-14,Signature,Bills,F,249061,2490,60+,1200000,300000,83.02,Online
365,"Greater Mumbai, India",29-Jan-14,Gold,Bills,F,275283,2752,36-45,800000,200000,100,Online
366,"Greater Mumbai, India",03-Jan-14,Platinum,Bills,F,172194,1721,60+,300000,50000,100,Online
367,"Ahmedabad, India",13-May-15,Gold,Bills,F,13162,131,36-45,1200000,300000,4.39,POS
368,"Bengaluru, India",05-Feb-15,Platinum,Bills,F,3427,34,36-45,800000,200000,1.71,POS
369,"Bengaluru, India",07-Jan-15,Gold,Bills,F,171374,1713,18-25,1200000,300000,57.12,Online
370,"Delhi, India",19-Feb-15,Signature,Bills,F,286251,2862,26-35,300000,50000,100,Online
371,"Ahmedabad, India",19-Oct-14,Platinum,Bills,F,123417,1234,18-25,500000,100000,100,POS
372,"Delhi, India",03-Dec-13,Silver,Bills,F,81088,810,26-35,500000,100000,81.09,POS
373,"Ahmedabad, India",26-Oct-14,Signature,Bills,F,64113,641,36-45,500000,100000,64.11,POS
374,"Bengaluru, India",27-Mar-14,Platinum,Bills,F,54374,543,18-25,1200000,300000,18.12,POS
375,"Ahmedabad, India",18-Mar-15,Signature,Bills,F,175515,1755,26-35,2000000,500000,35.1,Online
376,"Delhi, India",25-Nov-13,Gold,Bills,F,78773,787,46-60,300000,50000,100,POS
377,"Bengaluru, India",25-Jun-14,Signature,Bills,F,143515,1435,36-45,500000,100000,100,POS
378,"Delhi, India",22-Nov-14,Silver,Bills,F,263613,2636,36-45,2000000,500000,52.72,Online
379,"Greater Mumbai, India",22-Apr-15,Platinum,Bills,F,265434,2654,26-35,2000000,500000,53.09,Online
380,"Delhi, India",03-Jun-14,Signature,Bills,F,87839,878,26-35,500000,100000,87.84,POS
381,"Delhi, India",16-Jun-14,Signature,Bills,F,60905,609,36-45,500000,100000,60.9,POS
382,"Delhi, India",09-Apr-15,Platinum,Bills,F,199726,1997,60+,800000,200000,99.86,Online
383,"Delhi, India",20-Jan-15,Silver,Bills,F,267896,2678,26-35,800000,200000,100,Online
384,"Ahmedabad, India",31-Dec-13,Gold,Bills,F,198937,1989,26-35,1200000,300000,66.31,Online
385,"Greater Mumbai, India",02-Oct-14,Gold,Bills,F,90745,907,26-35,1200000,300000,30.25,POS
386,"Greater Mumbai, India",24-Jul-14,Silver,Bills,F,86676,866,46-60,800000,200000,43.34,POS
387,"Greater Mumbai, India",08-May-15,Platinum,Bills,F,163574,1635,26-35,2000000,500000,32.71,Online
388,"Greater Mumbai, India",27-Apr-15,Signature,Bills,F,2138,21,18-25,2000000,500000,0.43,POS
389,"Bengaluru, India",11-Jun-14,Silver,Bills,F,253749,2537,36-45,300000,50000,100,Online
390,"Delhi, India",06-Jun-14,Platinum,Bills,F,60187,601,26-35,500000,100000,60.19,POS
391,"Bengaluru, India",03-Mar-15,Platinum,Bills,F,15566,155,46-60,2000000,500000,3.11,POS
392,"Greater Mumbai, India",11-Jul-14,Signature,Bills,F,242144,2421,26-35,1200000,300000,80.71,Online
393,"Delhi, India",17-Mar-14,Platinum,Bills,F,114049,1140,18-25,500000,100000,100,POS
394,"Bengaluru, India",17-Mar-14,Gold,Bills,F,100992,1009,36-45,800000,200000,50.5,POS
395,"Delhi, India",03-Mar-14,Silver,Bills,F,173017,1730,46-60,300000,50000,100,Online
396,"Greater Mumbai, India",07-Jun-14,Gold,Bills,F,279567,2795,26-35,500000,100000,100,Online
397,"Delhi, India",28-Dec-13,Signature,Bills,F,25016,250,36-45,2000000,500000,5,POS
398,"Delhi, India",11-Nov-13,Silver,Bills,F,157982,1579,36-45,2000000,500000,31.6,Online
399,"Bengaluru, India",17-May-14,Signature,Bills,F,240387,2403,36-45,1200000,300000,80.13,Online
400,"Delhi, India",31-Aug-14,Platinum,Bills,F,134030,1340,60+,500000,100000,100,POS
401,"Bengaluru, India",26-Jan-15,Gold,Bills,F,108651,1086,46-60,300000,50000,100,POS
402,"Delhi, India",17-Jan-14,Gold,Bills,F,138617,1386,18-25,300000,50000,100,POS
403,"Bengaluru, India",27-Jan-14,Signature,Bills,F,98963,989,36-45,1200000,300000,32.99,POS
404,"Delhi, India",24-Dec-13,Silver,Bills,F,25486,254,26-35,2000000,500000,5.1,POS
405,"Delhi, India",03-Mar-15,Gold,Bills,F,231140,2311,60+,500000,100000,100,Online
406,"Ahmedabad, India",22-Oct-13,Gold,Bills,F,20032,200,26-35,2000000,500000,4.01,POS
407,"Greater Mumbai, India",14-Jan-15,Gold,Bills,F,293938,2939,26-35,2000000,500000,58.79,Online
408,"Delhi, India",11-Jan-14,Silver,Bills,F,88175,881,18-25,800000,200000,44.09,POS
409,"Ahmedabad, India",07-Feb-15,Platinum,Bills,F,105297,1052,26-35,1200000,300000,35.1,POS
410,"Delhi, India",08-Oct-13,Platinum,Bills,F,129169,1291,18-25,800000,200000,64.58,POS
411,"Greater Mumbai, India",14-Aug-14,Signature,Bills,F,172386,1723,36-45,800000,200000,86.19,Online
412,"Greater Mumbai, India",09-May-15,Platinum,Bills,F,46369,463,46-60,1200000,300000,15.46,POS
413,"Greater Mumbai, India",02-Apr-14,Silver,Bills,F,158636,1586,36-45,2000000,500000,31.73,Online
414,"Delhi, India",26-Nov-14,Signature,Bills,F,87219,872,46-60,2000000,500000,17.44,POS
415,"Delhi, India",16-Nov-14,Gold,Bills,F,183445,1834,26-35,2000000,500000,36.69,Online
416,"Bengaluru, India",27-Jun-14,Silver,Bills,F,147977,1479,46-60,500000,100000,100,POS
417,"Ahmedabad, India",19-Nov-14,Platinum,Bills,F,243279,2432,26-35,2000000,500000,48.66,Online
418,"Bengaluru, India",04-Apr-14,Platinum,Bills,F,243950,2439,46-60,1200000,300000,81.32,Online
419,"Delhi, India",14-Apr-15,Silver,Bills,F,32548,325,36-45,2000000,500000,6.51,POS
420,"Delhi, India",09-Dec-13,Platinum,Bills,F,118126,1181,18-25,500000,100000,100,POS
421,"Greater Mumbai, India",30-Nov-13,Platinum,Bills,F,13325,133,18-25,500000,100000,13.32,POS
422,"Greater Mumbai, India",16-Feb-14,Gold,Bills,F,295055,2950,18-25,2000000,500000,59.01,Online
423,"Greater Mumbai, India",12-Jan-15,Platinum,Bills,F,64764,647,18-25,800000,200000,32.38,POS
424,"Bengaluru, India",03-Feb-14,Platinum,Bills,F,174520,1745,26-35,2000000,500000,34.9,Online
425,"Delhi, India",05-Nov-13,Signature,Bills,F,72763,727,18-25,500000,100000,72.76,POS
426,"Greater Mumbai, India",27-Sep-14,Signature,Bills,F,269809,2698,18-25,800000,200000,100,Online
427,"Delhi, India",29-Jun-14,Silver,Bills,F,81145,811,46-60,1200000,300000,27.05,POS
428,"Ahmedabad, India",13-Jul-14,Silver,Bills,F,25948,259,26-35,2000000,500000,5.19,POS
429,"Greater Mumbai, India",23-Jan-15,Silver,Bills,F,120188,1201,36-45,1200000,300000,40.06,POS
430,"Greater Mumbai, India",05-Dec-14,Signature,Bills,F,8259,82,26-35,300000,50000,16.52,POS
431,"Delhi, India",15-Apr-14,Signature,Bills,F,285830,2858,26-35,1200000,300000,95.28,Online
432,"Bengaluru, India",27-Apr-15,Gold,Bills,F,67039,670,26-35,800000,200000,33.52,POS
433,"Ahmedabad, India",25-Jul-14,Gold,Bills,F,14370,143,26-35,1200000,300000,4.79,POS
434,"Ahmedabad, India",10-Oct-14,Platinum,Bills,F,54304,543,46-60,300000,50000,100,POS
435,"Greater Mumbai, India",18-Oct-13,Gold,Bills,F,188856,1888,26-35,1200000,300000,62.95,Online
436,"Ahmedabad, India",18-Jan-14,Gold,Bills,F,44635,446,60+,2000000,500000,8.93,POS
437,"Greater Mumbai, India",22-Nov-13,Platinum,Bills,F,227273,2272,18-25,1200000,300000,75.76,Online
438,"Delhi, India",26-Mar-14,Gold,Bills,F,234200,2342,46-60,800000,200000,100,Online
439,"Delhi, India",12-Dec-14,Signature,Bills,F,79053,790,18-25,500000,100000,79.05,POS
440,"Greater Mumbai, India",01-Mar-15,Silver,Bills,F,49711,497,36-45,500000,100000,49.71,POS
441,"Greater Mumbai, India",29-Oct-14,Signature,Bills,F,203463,2034,18-25,2000000,500000,40.69,Online
442,"Bengaluru, India",29-Jul-14,Signature,Bills,F,196985,1969,36-45,800000,200000,98.49,Online
443,"Greater Mumbai, India",18-Apr-15,Gold,Bills,F,246457,2464,18-25,2000000,500000,49.29,Online
444,"Delhi, India",05-Nov-13,Platinum,Bills,F,88344,883,60+,2000000,500000,17.67,POS
445,"Bengaluru, India",27-Aug-14,Signature,Bills,F,167457,1674,60+,300000,50000,100,Online
446,"Bengaluru, India",04-Mar-14,Gold,Bills,F,254598,2545,46-60,1200000,300000,84.87,Online
447,"Delhi, India",27-Jan-14,Platinum,Bills,F,102486,1024,60+,2000000,500000,20.5,POS
448,"Greater Mumbai, India",18-Jan-14,Silver,Bills,F,159428,1594,18-25,2000000,500000,31.89,Online
449,"Bengaluru, India",28-Jan-14,Platinum,Bills,F,296987,2969,26-35,500000,100000,100,Online
450,"Ahmedabad, India",06-Feb-15,Signature,Bills,F,89418,894,26-35,300000,50000,100,POS
451,"Delhi, India",26-Feb-15,Signature,Bills,F,77247,772,36-45,1200000,300000,25.75,POS
452,"Bengaluru, India",24-Jan-14,Gold,Bills,F,66542,665,60+,500000,100000,66.54,POS
453,"Greater Mumbai, India",27-Nov-14,Silver,Bills,F,194526,1945,60+,2000000,500000,38.91,Online
454,"Bengaluru, India",16-Jul-14,Signature,Bills,F,178119,1781,36-45,500000,100000,100,Online
455,"Bengaluru, India",16-May-14,Gold,Bills,F,258653,2586,36-45,2000000,500000,51.73,Online
456,"Delhi, India",02-Nov-14,Silver,Bills,F,97425,974,60+,800000,200000,48.71,POS
457,"Delhi, India",23-May-14,Gold,Bills,F,223185,2231,26-35,300000,50000,100,Online
458,"Greater Mumbai, India",28-Jan-15,Gold,Bills,F,224750,2247,26-35,300000,50000,100,Online
459,"Ahmedabad, India",17-Jan-14,Signature,Bills,F,103363,1033,26-35,300000,50000,100,POS
460,"Greater Mumbai, India",27-Nov-14,Platinum,Bills,F,49090,490,18-25,1200000,300000,16.36,POS
461,"Bengaluru, India",20-Nov-14,Platinum,Bills,F,140584,1405,46-60,500000,100000,100,POS
462,"Delhi, India",26-Jun-14,Platinum,Bills,F,61272,612,18-25,300000,50000,100,POS
463,"Delhi, India",02-Jan-14,Silver,Bills,F,25200,252,26-35,1200000,300000,8.4,POS
464,"Greater Mumbai, India",09-Dec-13,Signature,Bills,F,249893,2498,46-60,800000,200000,100,Online
465,"Bengaluru, India",25-May-14,Gold,Bills,F,91325,913,26-35,1200000,300000,30.44,POS
466,"Greater Mumbai, India",14-Apr-14,Silver,Bills,F,81641,816,60+,500000,100000,81.64,POS
467,"Greater Mumbai, India",14-Apr-15,Platinum,Bills,F,267700,2677,26-35,2000000,500000,53.54,Online
468,"Greater Mumbai, India",20-Nov-14,Silver,Food,F,193429,1934,36-45,800000,200000,96.71,Online
469,"Ahmedabad, India",22-Apr-14,Gold,Food,F,97674,976,26-35,2000000,500000,19.53,POS
470,"Bengaluru, India",08-Mar-14,Silver,Food,F,222579,2225,60+,1200000,300000,74.19,Online
471,"Bengaluru, India",19-Mar-15,Platinum,Food,F,194846,1948,26-35,800000,200000,97.42,Online
472,"Greater Mumbai, India",22-Feb-15,Signature,Food,F,62690,626,26-35,1200000,300000,20.9,POS
473,"Greater Mumbai, India",08-Feb-15,Signature,Food,F,225614,2256,36-45,1200000,300000,75.2,Online
474,"Ahmedabad, India",20-Oct-13,Signature,Food,F,13879,138,60+,300000,50000,27.76,POS
475,"Ahmedabad, India",04-Feb-15,Gold,Food,F,279579,2795,18-25,800000,200000,100,Online
476,"Bengaluru, India",10-Sep-14,Gold,Food,F,253183,2531,36-45,500000,100000,100,Online
477,"Bengaluru, India",10-May-14,Signature,Food,F,183197,1831,46-60,500000,100000,100,Online
478,"Bengaluru, India",27-Aug-14,Gold,Food,F,260046,2600,18-25,500000,100000,100,Online
479,"Bengaluru, India",21-Jul-14,Gold,Food,F,95981,959,36-45,800000,200000,47.99,POS
480,"Bengaluru, India",02-Mar-14,Gold,Food,F,157399,1573,26-35,300000,50000,100,Online
481,"Delhi, India",20-Feb-14,Signature,Food,F,140041,1400,46-60,2000000,500000,28.01,POS
482,"Ahmedabad, India",05-Jan-14,Platinum,Food,F,288339,2883,36-45,300000,50000,100,Online
483,"Ahmedabad, India",02-Jan-14,Platinum,Food,F,49494,494,36-45,800000,200000,24.75,POS
484,"Bengaluru, India",16-Apr-15,Platinum,Food,F,43954,439,26-35,300000,50000,87.91,POS
